study_hours_wk,sleep_hours,lms_activity_rate,attendance_rate,assignments_on_time_rate,procrastination_index,self_efficacy,stress,internet_quality,part_time_job_hours,commute_min,social_support,screen_time_nonstudy_hr,extracurricular_hours,habit_consistency,cluster_label_true,major,primary_device,internet_type,cohort,age,credits_enrolled,year_of_study,lms_quiz_rate,lms_forum_rate,lms_resource_rate,lms_submission_rate,attendance_lecture,attendance_lab,student_id,grade_Matemáticas_prior_20,grade_Matemáticas_current_20,grade_Matemáticas_prior_pct,grade_Matemáticas_current_pct,grade_Programación_prior_20,grade_Programación_current_20,grade_Programación_prior_pct,grade_Programación_current_pct,grade_Comunicación_prior_20,grade_Comunicación_current_20,grade_Comunicación_prior_pct,grade_Comunicación_current_pct,grade_Estadística_prior_20,grade_Estadística_current_20,grade_Estadística_prior_pct,grade_Estadística_current_pct,grade_Ética_prior_20,grade_Ética_current_20,grade_Ética_prior_pct,grade_Ética_current_pct
2019.0948979559926,3010.613485287413,352.2129506472655,448.32545192401636,94.95006607978398,25.307447100484175,1978.8036439813893,519.7085246111484,2395.1320436747646,91.02172767903086,7446.229304314531,1959.732983420583,535.3864272636777,415.6509830526039,296.9940933940132,High_Achievers,Ingeniería,Smartphone,Fibra,2024-I,8589.760653878699,4722.865242919218,374.9428722136328,37.72187372108731,86.99833310143927,52.092121018852886,67.56359436680219,264.25551332982354,54.69459387236423,50065.44904660175,3305.043637830771,3733.10109362706,33518.81666801667,13281.47748650035,2661.652657037951,7439.257411688026,40003.35914552928,41025.07214469064,7351.330734710708,7252.079730788384,17651.444481105576,9605.255929763789,3867.8456668702165,5882.33404151902,27645.525507452643,37634.52140373117,1885.702222223487,6800.546408023243,12715.94739102995,24637.73069138121
1351.2690106296384,2188.5538869973475,235.30605634293525,324.06044404845005,94.57805376352073,107.06607088353967,1950.9149834314524,970.9463468805241,1530.1371100265378,3565.5506077106256,15041.61554376788,1160.0209588081993,425.19689261423036,209.3902568420117,246.14758584630357,Working_Constraints,Ingeniería,Smartphone,Fibra,2024-I,8124.291303653118,2996.942952840722,764.0015190347494,37.5478029805559,71.28722419002361,5.330473166894345,37.55278250017427,214.88706989764145,39.73165950088842,176129.83626642823,2540.9227935030726,2880.0368326847615,26220.18698135001,10108.49030359475,1868.7933918263723,5335.4036683211725,27904.91419710691,29444.286776421533,5420.176963605465,5156.329353541484,13130.155384050575,6818.969300602668,2999.414265211353,5117.599357458221,21558.67240414036,32449.65122935152,1637.4434083494095,5037.512909003335,10587.602096780553,18171.676936070624
1223.625739066241,2550.10508527674,241.31619284928902,341.5301520551698,130.97890822406438,80.3894078302543,1524.2530765844367,641.8710495722266,1625.9439850780666,3011.579365290006,26027.71429438109,1673.7963778172448,380.93487269828313,238.9088734780914,229.60322864980222,Working_Constraints,Educación,Laptop,Cable,2023-II,8138.1937571860935,4521.20185347027,775.9025328081428,2.729142823636658,73.54588295671631,22.49962621233184,108.66223150932841,245.28868897908856,39.00285822634994,156864.5210729009,2176.690047815611,2697.2670142074994,22388.382502494016,9625.436532266314,1899.6153625235945,5205.365704767719,28599.85620203717,28524.44684480399,4555.124377474772,5046.277692951773,11046.889880434479,6689.552972591684,2640.808054325311,4314.035893529764,18927.893390162197,27525.15316512736,1523.5301349867948,5164.72404817163,9672.314446193259,18460.316814622234
2827.4143592873215,3213.0529326565493,374.39948954181756,457.0054507462377,133.89546317121756,21.755632268615656,2041.8152854060231,444.44617520966267,1996.3304967893941,397.36596529901516,11788.179388510931,2013.7877024173026,133.3583817063691,1167.948671729303,314.5486716889352,High_Achievers,Empresariales,Tablet,Cable,2024-II,7708.732346509076,4960.5068645640795,789.2906007207437,40.236455391034426,42.82805245438563,60.591447923246264,110.9402832224596,328.07964727298383,38.85290637131545,24858.52379950793,3204.3966137409348,3632.8442739370284,32878.47500331494,12969.131960253884,2723.632582669768,8213.556126952732,41243.98999408407,45473.918812136326,7775.85057030689,8165.839496284741,18825.025604297472,10984.417305509496,3929.735651084954,6231.4067013006525,28240.437847836205,39791.369990520536,2024.927803004842,7118.217660545399,13239.741796978757,25759.398010348646
1455.0940068120303,2190.952717277077,213.87341081090577,389.8603972751065,95.3817883234852,55.249343354805106,1312.3327911211202,877.6976582563126,2197.07370440874,4387.388168093918,25552.998955557327,973.3280193460371,624.7798301202173,317.1919882182909,126.53899692908038,Working_Constraints,Empresariales,Desktop,Fibra,2024-I,9843.54917466246,4698.295597666621,785.5672766967323,19.288451381806464,83.10508187579995,23.8087129108907,38.89607269589966,239.51071379850296,44.928651832576776,145560.65786720393,2230.9336609871816,2674.333064904098,23052.578062809644,9440.861300111073,1578.501648005598,5069.076851590118,24096.86913992784,27979.639352796094,4095.4327627490675,4399.594652840041,10021.569810546483,5777.366281944551,2820.158371023119,4542.72094998554,20194.318160950254,29331.058069554805,1384.402063418429,4408.484145395428,8956.81646408374,16005.171550064546
2593.8880036459745,2792.419515033729,273.52931490830076,430.0913508313404,95.37290683145491,34.678958954932064,1941.2692211129204,736.1808077717377,1876.7640437199962,1103.8846013021337,9950.750197677353,1247.991222973686,732.2174437729652,1126.8661278607467,300.18507932613807,Passive_But_Steady,Ingeniería,Smartphone,Fibra,2024-II,7732.216330625181,5230.196100695894,1161.0713377529821,36.57424887438293,61.20256722260951,46.37572704412591,36.849860269857,287.8814300158827,39.997402233541216,94576.64828803584,3066.3909899814503,3411.7864398375145,31253.6227206213,12053.526231503087,2191.6538140333496,6401.2584956756655,33021.197579880725,35612.010293534666,6910.133776023509,7119.66595367583,16999.900042823698,9450.195470054807,4015.451287046204,5916.5354399022635,29045.556885702033,37629.2304491666,1739.0883808537112,6001.11121234305,11392.067496312604,21807.87597951505
2837.348426319965,3125.6057154543846,369.7366971699134,438.8747890379338,94.26365584621853,75.65260492433579,1946.3823431370374,551.5663136755463,2353.6917042039945,881.3833383551007,3539.850494911938,1649.004913001632,424.5937086402711,1615.0611308086995,270.61642263470145,High_Achievers,Empresariales,Laptop,Fibra,2024-I,8985.379549738424,4700.505200319553,1136.3539451538659,24.024120070452327,220.14310774421466,6.832257673087089,68.51763842562245,314.250583753067,38.225503735175124,34316.897864448816,2943.0272848498676,3512.6995436091047,30194.742960635205,12325.725942205287,2307.039205368792,6015.337541613719,34277.24936954705,33105.40441611388,6383.050774752563,6690.175330158806,15429.972020296456,8982.884385035528,3796.095707278936,5821.638453232007,27249.820061920436,37262.982943165305,1807.1334899310214,6925.435128406108,11712.590897731805,24970.175845837646
1721.2572137672344,2019.729050963365,163.1795264372058,321.22654872008434,120.1434493304687,85.28618181366714,950.3807541990312,1026.3540821060867,2028.892889130376,1570.5838450747424,8537.31328331689,1408.800630739256,695.9162426301391,750.3280887645819,191.24766605185008,Struggling_SleepDeprived,Educación,Laptop,Fibra,2025-I,9419.300449100258,4534.258102454637,1528.915723677036,4.433957033183825,35.70983987659275,6.546436711970481,98.51916007235789,190.13056057077932,45.75088353480908,70213.40377834666,1930.6346985654927,2202.619008901176,20306.81709873712,7963.863408494184,1320.5791929354907,3895.3802761879533,19738.693308100974,21606.004931043397,4051.9176792312414,4203.0839468741115,9801.55488688535,5626.224629632591,2521.109521245752,3958.658038267267,17751.6682927374,25151.383850836995,1252.4426808055982,3985.470357642371,8417.104066376962,14436.208355755829
1181.5649596216547,2167.1852804213177,237.37772903788806,344.66387589148394,94.01233674487628,90.0172366539583,1201.3004661142045,844.3851346403993,1230.4907568819563,932.1190392425893,11696.58420805893,731.6322740460016,478.97074721146686,462.29144313457084,133.20972633874308,Struggling_SleepDeprived,Educación,Desktop,Fibra,2023-II,8937.231267905936,5727.710044807524,1151.2409534022067,18.309388090248678,137.07494973702933,1.8988361601686212,49.21231234380256,213.36518245164115,39.67636081340122,72973.1590706982,2273.7896221255733,2617.7548645873817,22608.51268278619,9420.61274075258,1520.0635275779857,3857.800142878747,23392.802606066485,21244.695415395283,3991.353536870933,3850.824738617554,9700.008662020544,5243.271128590659,2330.7390500871775,3618.64120819387,16997.451692980292,23016.811761099063,1354.9604760332547,4534.258060185327,8992.1899914556,16465.98450600571
1369.5049707275678,2422.080779492894,204.38139864293828,403.59841799044887,94.12007801146808,82.20076929427043,1503.6240113954145,835.4898660708085,2341.5046502913146,3916.059182435149,12974.850500513427,1242.3482237373019,672.6041891213708,-1.071117396795614,234.32239083928374,Working_Constraints,Salud,Laptop,Fibra,2024-I,8986.601153548096,4965.316054893574,1540.1366973911836,22.446125686968404,13.574009467626585,48.21961016803367,51.31584877715482,282.1728394932886,38.87905894779209,168599.97202664104,2398.255132397815,2651.2263593673506,24449.833039476758,9426.45188083467,1906.2378888689707,5304.411500009424,28926.488927332335,29253.13451999509,5150.334434629411,5007.695727692766,12445.95819931361,6596.121721699487,2907.005373671966,4862.384473932642,20772.392462075477,31070.954388298007,1491.581195831566,5849.694625791347,9399.779781563824,21236.434384878976
